u v
2.343738051967296510e-01 6.853707414829658395e-01
2.344689378757514875e-01 6.852609670858981206e-01
2.361455715881964901e-01 6.833667334669337734e-01
2.364729458917835259e-01 6.829882622071818954e-01
2.379096684710735876e-01 6.813627254509018183e-01
2.384769539078155920e-01 6.807056297284064250e-01
2.396656527288437144e-01 6.793587174348696411e-01
2.404809619238477136e-01 6.784124558915863856e-01
2.414130444594170533e-01 6.773547094188375750e-01
2.424849699398797520e-01 6.761080723709630425e-01
2.431513230775719792e-01 6.753507014028055089e-01
2.444889779559117904e-01 6.737917500569146068e-01
2.448799229107428421e-01 6.733466933867734427e-01
2.464929859719438565e-01 6.714626919704553831e-01
2.465982282096090550e-01 6.713426853707413766e-01
2.483212631193310316e-01 6.693386773547093105e-01
2.484969939879759226e-01 6.691295695717103253e-01
2.500425370827020766e-01 6.673346693386772444e-01
2.505010020040079888e-01 6.667876239384311621e-01
2.517528053685634815e-01 6.653306613226452892e-01
2.525050100200400549e-01 6.644305573598172643e-01
2.534513165415043789e-01 6.633266533066132231e-01
2.545090180360721210e-01 6.620572287997809058e-01
2.551372466173785769e-01 6.613226452905811570e-01
2.565130260521041872e-01 6.596663752581670703e-01
2.568096900918269143e-01 6.593186372745490909e-01
2.584716109149532981e-01 6.573146292585170247e-01
2.585170340681362533e-01 6.572587183534078781e-01
2.601433217623083105e-01 6.553106212424848476e-01
2.605210420841683194e-01 6.548438632091586609e-01
2.618002097115740279e-01 6.533066132264528925e-01
2.625250501002003856e-01 6.524072288684523713e-01
2.634411201040952610e-01 6.513026052104208263e-01
2.645290581162324517e-01 6.499468701374409019e-01
2.650647720857181588e-01 6.492985971943887602e-01
2.665330661322645178e-01 6.474605973762113109e-01
2.666697408832526262e-01 6.472945891783566941e-01
2.682768954756745150e-01 6.452905811623246279e-01
2.685370741482965840e-01 6.449558719237561411e-01
2.698752983286867857e-01 6.432865731462925618e-01
2.705410821643285946e-01 6.424250858091333782e-01
2.714525067950959158e-01 6.412825651302604957e-01
2.725450901803607162e-01 6.398601158604575456e-01
2.730066063497636475e-01 6.392785571142284295e-01
2.745365033421556245e-01 6.372745490981963634e-01
2.745490981963927823e-01 6.372576141653137904e-01
2.760773018261935552e-01 6.352705410821642973e-01
2.765531062124249040e-01 6.346256763232842601e-01
2.775911943965362338e-01 6.332665330661322312e-01
2.785571142284569146e-01 6.319462566754457944e-01
2.790754975552290906e-01 6.312625250501001650e-01
2.805297658775540715e-01 6.292585170340682099e-01
2.805611222444889807e-01 6.292139458829023591e-01
2.819912738223857573e-01 6.272545090180360328e-01
2.825651302605209914e-01 6.264296712534844769e-01
2.834173199353872130e-01 6.252505010020039666e-01
2.845691382765530575e-01 6.235748970304215710e-01
2.848039559682224997e-01 6.232464929859717895e-01
2.861793850393185568e-01 6.212424849699398344e-01
2.865731462925851236e-01 6.206407265505282655e-01
2.875289782935984695e-01 6.192384769539077682e-01
2.885771543086171897e-01 6.176104875195160826e-01
2.888297440325363064e-01 6.172344689378757021e-01
2.901140505640701361e-01 6.152304609218437470e-01
2.905811623246492559e-01 6.144596378941734605e-01
2.913622390445766985e-01 6.132264529058115698e-01
2.925509277451031065e-01 6.112224448897795037e-01
2.925851703406813220e-01 6.111617711652176377e-01
2.937338260537566414e-01 6.092184368737474376e-01
2.945891783567133881e-01 6.076591175251484511e-01
2.948451678674229304e-01 6.072144288577154825e-01
2.959285087490287625e-01 6.052104208416833053e-01
2.965931863727454543e-01 6.038798495563033608e-01
2.969471145790085753e-01 6.032064128256512392e-01
2.979234956355232833e-01 6.012024048096191731e-01
2.985971943887775204e-01 5.996872242295828714e-01
2.988265176164766612e-01 5.991983967935871069e-01
2.996874802731813725e-01 5.971943887775550408e-01
3.004567771767310269e-01 5.951903807615229747e-01
3.006012024048095865e-01 5.947703029107630490e-01
3.011780118090916503e-01 5.931863727454909085e-01
3.018145152328949310e-01 5.911823647294588424e-01
3.023565282521568087e-01 5.891783567134267763e-01
3.026052104208416527e-01 5.880701408730626412e-01
3.028191532949223719e-01 5.871743486973947102e-01
3.031972375478350079e-01 5.851703406813626440e-01
3.034702200922376747e-01 5.831663326653305779e-01
3.036353669610555306e-01 5.811623246492985118e-01
3.036887878372346306e-01 5.791583166332665567e-01
3.036254508634149696e-01 5.771543086172343795e-01
3.034391697146828770e-01 5.751503006012023134e-01
3.031225652660126113e-01 5.731462925851702472e-01
3.026670028745320762e-01 5.711422845691381811e-01
3.026052104208416527e-01 5.709361013748172065e-01
3.020971832063457096e-01 5.691382765531061150e-01
3.013812277194918288e-01 5.671342685370740488e-01
3.006012024048095865e-01 5.653516696367461014e-01
3.005092438137500488e-01 5.651302605210419827e-01
2.995202512176690091e-01 5.631262525050100276e-01
2.985971943887775204e-01 5.615367742894713521e-01
2.983674583706078520e-01 5.611222444889779615e-01
2.970871368963812209e-01 5.591182364729458953e-01
2.965931863727454543e-01 5.584409349345427209e-01
2.956656930134461403e-01 5.571142284569137182e-01
2.945891783567133881e-01 5.557533694083839348e-01
2.940999833741013703e-01 5.551102204408817631e-01
2.925851703406813220e-01 5.533328272669949532e-01
2.923989562796823760e-01 5.531062124248498080e-01
2.905811623246492559e-01 5.511148917016372994e-01
2.905699684435137375e-01 5.511022044088177418e-01
2.886213381037824321e-01 5.490981963927855647e-01
2.885771543086171897e-01 5.490567333373771453e-01
2.865731462925851236e-01 5.471153748184515164e-01
2.865519284230871322e-01 5.470941883767534986e-01
2.845691382765530575e-01 5.452753953506179752e-01
2.843728251384445849e-01 5.450901803607214324e-01
2.825651302605209914e-01 5.435148779263285768e-01
2.820860676474021833e-01 5.430861723446893663e-01
2.805611222444889807e-01 5.418194710359520716e-01
2.796955070435048762e-01 5.410821643286573002e-01
2.785571142284569146e-01 5.401780596823464453e-01
2.772047647178095819e-01 5.390781563126252340e-01
2.765531062124248485e-01 5.385819380526442046e-01
2.746173105623636035e-01 5.370741482965931679e-01
2.745490981963927823e-01 5.370242174104188360e-01
2.725450901803607162e-01 5.355193249322707238e-01
2.719592866521866048e-01 5.350701402805611018e-01
2.705410821643286501e-01 5.340439926248397029e-01
2.692157489639369627e-01 5.330661322645290356e-01
2.685370741482965840e-01 5.325921161083519983e-01
2.665330661322645178e-01 5.311647711019885643e-01
2.663920391434419499e-01 5.310621242484969695e-01
2.645290581162324517e-01 5.297740211354237116e-01
2.635111118180741840e-01 5.290581162324649034e-01
2.625250501002003856e-01 5.283975604884818544e-01
2.605521283015103662e-01 5.270541082164328373e-01
2.605210420841683194e-01 5.270338943641963425e-01
2.585170340681362533e-01 5.257032706053621496e-01
2.575480672910652746e-01 5.250501002004008821e-01
2.565130260521041872e-01 5.243819572573010790e-01
2.545090180360721210e-01 5.230692738780915452e-01
2.544742815059057306e-01 5.230460921843687050e-01
2.525050100200400549e-01 5.217842789671827131e-01
2.513619384341105323e-01 5.210420841683366389e-01
2.505010020040079888e-01 5.205042882766877099e-01
2.484969939879759226e-01 5.192345135256534183e-01
2.481918637921816939e-01 5.190380761523045727e-01
2.464929859719438565e-01 5.179834613985442315e-01
2.449816011877792854e-01 5.170340681362725066e-01
2.444889779559117904e-01 5.167351617713975553e-01
2.424849699398797243e-01 5.155013115709468074e-01
2.417293417397161637e-01 5.150300601202404405e-01
2.404809619238477136e-01 5.142765173743881757e-01
2.384769539078156197e-01 5.130537101242550468e-01
2.384322900433012982e-01 5.130260521042083743e-01
2.364729458917835536e-01 5.118495287602574662e-01
2.351083863354724857e-01 5.110220440881763082e-01
2.344689378757514875e-01 5.106455035111963081e-01
2.324649298597194214e-01 5.094510148871917998e-01
2.317466753073955665e-01 5.090180360721442421e-01
2.304609218436873552e-01 5.082641664906777379e-01
2.284569138276552891e-01 5.070781881139804215e-01
2.283498584267477094e-01 5.070140280561121759e-01
2.264529058116232507e-01 5.059065695846818311e-01
2.249299326586784442e-01 5.050100200400801098e-01
2.244488977955911568e-01 5.047338505426175459e-01
2.224448897795590629e-01 5.035705178284135553e-01
2.214813009077176154e-01 5.030060120240480437e-01
2.204408817635270246e-01 5.024107754685216420e-01
2.184368737474949584e-01 5.012540679536144905e-01
2.180045616246179263e-01 5.010020040080159776e-01
2.164328657314629201e-01 5.001059456434329142e-01
2.145032751161591311e-01 4.989979959919839114e-01
2.144288577154308539e-01 4.989561746469703407e-01
2.124248496993987878e-01 4.978178021093737637e-01
2.109844688395177414e-01 4.969939879759518453e-01
2.104208416833667217e-01 4.966781236978303760e-01
2.084168336673346555e-01 4.955449522470988244e-01
2.074427700175700828e-01 4.949899799599197792e-01
2.064128256513025894e-01 4.944143915804700695e-01
2.044088176352705233e-01 4.932861489201158522e-01
2.038799793130960381e-01 4.929859719438876575e-01
2.024048096192384572e-01 4.921638429101717893e-01
2.004008016032063910e-01 4.910402725900964715e-01
2.002976995881592948e-01 4.909819639278556469e-01
1.983967935871743249e-01 4.899254553937688605e-01
1.967012247828838489e-01 4.889779559118235808e-01
1.963927855711422588e-01 4.888084512223354605e-01
1.943887775551101926e-01 4.876983065336203405e-01
1.930886139420793790e-01 4.869739478957916257e-01
1.923847695390781265e-01 4.865879894010010642e-01
1.903807615230460604e-01 4.854815621136767678e-01
1.894597397887248791e-01 4.849699398797595040e-01
1.883767535070140220e-01 4.843773571342047113e-01
1.863727454909819559e-01 4.832744662012229964e-01
1.858157304027324708e-01 4.829659318637273824e-01
1.843687374749498897e-01 4.821758581611192973e-01
1.823647294589178514e-01 4.810763324416009179e-01
1.821576051350543846e-01 4.809619238476953718e-01
1.803607214428857575e-01 4.799828587272588765e-01
1.784875908509551412e-01 4.789579158316633056e-01
1.783567134268536636e-01 4.788872378151304288e-01
1.763527054108215975e-01 4.777977809178309831e-01
1.748069562559852741e-01 4.769539078156312395e-01
1.743486973947895591e-01 4.767068459195645813e-01
1.723446893787575207e-01 4.756200968053557188e-01
1.711143292228770596e-01 4.749498997995992289e-01
1.703406813627254268e-01 4.745334873816541288e-01
1.683366733466933607e-01 4.734493233002199375e-01
1.674104578410735011e-01 4.729458917835670517e-01
1.663326653306613223e-01 4.723667131066318081e-01
1.643286573146292839e-01 4.712850176096117227e-01
1.636960258106858468e-01 4.709418837675350411e-01
1.623246492985971901e-01 4.702061106014082670e-01
1.603206412825651239e-01 4.691267732242993538e-01
1.599716595241300887e-01 4.689378757515029750e-01
1.583166332665330578e-01 4.680513004102218044e-01
1.563126252505009917e-01 4.669742163644803323e-01
1.562379342136523686e-01 4.669338677354709088e-01
1.543086172344689255e-01 4.659019329494247241e-01
1.524967744070608866e-01 4.649298597194388427e-01
1.523046092184368594e-01 4.648277442165795748e-01
1.503006012024047933e-01 4.637576856912224432e-01
1.487476055145618981e-01 4.629258517034067211e-01
1.482965931863727271e-01 4.626864787735248674e-01
1.462925851703406610e-01 4.616182606531565868e-01
1.449903318109555528e-01 4.609218436873746549e-01
1.442885771543085949e-01 4.605498365673962313e-01
1.422845691382765287e-01 4.594833821560335707e-01
1.412253944334074807e-01 4.589178356713426443e-01
1.402805611222444904e-01 4.584175585276457632e-01
1.382765531062124242e-01 4.573527948180314828e-01
1.374532016791582545e-01 4.569138276553106337e-01
1.362725450901803581e-01 4.562894042641962300e-01
1.342685370741482920e-01 4.552262617570071446e-01
1.336741321308153596e-01 4.549098196392785676e-01
1.322645290581162258e-01 4.541651504468735001e-01
1.302605210420841597e-01 4.531035629766883011e-01
1.298885374222168432e-01 4.529058116232465014e-01
1.282565130260520936e-01 4.520445893473282739e-01
1.262525050100200275e-01 4.509844939155812082e-01
1.260967446926658242e-01 4.509018036072143798e-01
1.242484969939879613e-01 4.499275275250904094e-01
1.222993414358450048e-01 4.488977955911822582e-01
1.222444889779558952e-01 4.488690152546166434e-01
1.202404809619238291e-01 4.478137846416960777e-01
1.184970483772993521e-01 4.468937875751502475e-01
1.182364729458917768e-01 4.467571858378293070e-01
1.162324649298597107e-01 4.457031923888112313e-01
1.146892996191687941e-01 4.448897795591181814e-01
1.142284569138276445e-01 4.446483968784498142e-01
1.122244488977955784e-01 4.435955935179886067e-01
1.108763550390258201e-01 4.428857715430861153e-01
1.102204408817635123e-01 4.425424992022959358e-01
1.082164328657314739e-01 4.414908409611821294e-01
1.070584577234469370e-01 4.408817635270539936e-01
1.062124248496993939e-01 4.404393531164678133e-01
1.042084168336673278e-01 4.393887970324322767e-01
1.032358353508048276e-01 4.388777555110220385e-01
1.022044088176352616e-01 4.383388276797229866e-01
1.002004008016031955e-01 4.372893327022605581e-01
9.940870143591470920e-02 4.368737474949899724e-01
9.819639278557112938e-02 4.362408000380797457e-01
9.619238476953906325e-02 4.351923269372873770e-01
9.557725645260925496e-02 4.348697394789579063e-01
9.418837675350701100e-02 4.341451548190555787e-01
9.218436873747494487e-02 4.330976660984442450e-01
9.174168884820541048e-02 4.328657314629258401e-01
9.018036072144287874e-02 4.320517835786845673e-01
8.817635270541081260e-02 4.310052433918992731e-01
8.790217596202069827e-02 4.308617234468938295e-01
8.617234468937874647e-02 4.299605842961095048e-01
8.416833667334668034e-02 4.289149583674692345e-01
8.405888485854852432e-02 4.288577154308617079e-01
8.216432865731462809e-02 4.278714609111133882e-01
8.021214366222589875e-02 4.268537074148296417e-01
8.016032064128256196e-02 4.268268116368674758e-01
7.815631262525049583e-02 4.257843229004563135e-01
7.636225245689932939e-02 4.248496993987975756e-01
7.615230460921842970e-02 4.247408011769117087e-01
7.414829659318636357e-02 4.236990848893295025e-01
7.250897974001976887e-02 4.228456913827655095e-01
7.214428857715429744e-02 4.226566364379006346e-01
7.014028056112224518e-02 4.216156662946228817e-01
6.865246279279521580e-02 4.208416833667334433e-01
6.813627254509017905e-02 4.205742402223266452e-01
6.613226452905811292e-02 4.195339909970529080e-01
6.479283139888827869e-02 4.188376753507013772e-01
6.412825651302604679e-02 4.184935395432851646e-01
6.212424849699397372e-02 4.174539870395006513e-01
6.093020836363577386e-02 4.168336673346693111e-01
6.012024048096192147e-02 4.164144653445377986e-01
5.811623246492985534e-02 4.153755863491792599e-01
5.706470998960183616e-02 4.148296593186372450e-01
5.611222444889778921e-02 4.143369522423251405e-01
5.410821643286573696e-02 4.132987244814940730e-01
5.319644651276736469e-02 4.128256513026051788e-01
5.210420841683366389e-02 4.122609382870093819e-01
5.010020040080159776e-02 4.112233403836696999e-01
4.932552250317850939e-02 4.108216432865731127e-01
4.809619238476953162e-02 4.101863647428148907e-01
4.609218436873747243e-02 4.091493761764092296e-01
4.545203723345063451e-02 4.088176352705410466e-01
4.408817635270540630e-02 4.081131758841050616e-01
4.208416833667333323e-02 4.070767769520208801e-01
4.157608501815697466e-02 4.068136272545089804e-01
4.008016032064128098e-02 4.060413188067812373e-01
3.807615230460921485e-02 4.050054905875984379e-01
3.769775552680441205e-02 4.048096192384769143e-01
3.607214428857714872e-02 4.039707432535287746e-01
3.406813627254508953e-02 4.029354675719773460e-01
3.381713407281124184e-02 4.028056112224448482e-01
3.206412825651302340e-02 4.019014014517502398e-01
3.006012024048096073e-02 4.008666608453090863e-01
2.993430188065232880e-02 4.008016032064127820e-01
2.805611222444889460e-02 3.998332479631382386e-01
2.605210420841683194e-02 3.987990256502054742e-01
2.604933633310987234e-02 3.987975951903807159e-01
2.404809619238476581e-02 3.977662395439340859e-01
2.216253113448632406e-02 3.967935871743486498e-01
2.204408817635270315e-02 3.967326566058151927e-01
2.004008016032064049e-02 3.957003350150076759e-01
1.827372162197110975e-02 3.947895791583165837e-01
1.803607214428857436e-02 3.946673693275211670e-01
1.603206412825651170e-02 3.936354951409711811e-01
1.438297117961401077e-02 3.927855711422845175e-01
1.402805611222444730e-02 3.926031225988441675e-01
1.202404809619238291e-02 3.915716825176100979e-01
1.049034539914321662e-02 3.907815631262524514e-01
1.002004008016032024e-02 3.905398802547722648e-01
8.016032064128255849e-03 3.895088614669774962e-01
6.595906910448801758e-03 3.887775551102203853e-01
6.012024048096191453e-03 3.884776077790145221e-01
4.008016032064127925e-03 3.874469979395571695e-01
2.699715550092602646e-03 3.867735470941883191e-01
2.004008016032063962e-03 3.864162722117999160e-01
0.000000000000000000e+00 3.853860594229509551e-01
