u v
4.880424222646854160e-01 4.869739478957916257e-01
4.889779559118235808e-01 4.860795034773611745e-01
4.901110856157842588e-01 4.849699398797594485e-01
4.909819639278556469e-01 4.841377155128835930e-01
4.921801267430742644e-01 4.829659318637274934e-01
4.929859719438877685e-01 4.821962112154297708e-01
4.942495406087487053e-01 4.809619238476953718e-01
4.949899799599197792e-01 4.802549905737474312e-01
4.963193225656013507e-01 4.789579158316632501e-01
4.969939879759518453e-01 4.783140534879521955e-01
4.983894683096919409e-01 4.769539078156311840e-01
4.989979959919838559e-01 4.763733997811194221e-01
5.004599738398530784e-01 4.749498997995992289e-01
5.010020040080159776e-01 4.744330292091752388e-01
5.025308354229104379e-01 4.729458917835670517e-01
5.030060120240480437e-01 4.724929414693677665e-01
5.046020495636999170e-01 4.709418837675349856e-01
5.050100200400801098e-01 4.705531362075522916e-01
5.066736129791226118e-01 4.689378757515029750e-01
5.070140280561121759e-01 4.686136130244760167e-01
5.087455225756194466e-01 4.669338677354709088e-01
5.090180360721442421e-01 4.666743714812209842e-01
5.108177754295490924e-01 4.649298597194388427e-01
5.110220440881763082e-01 4.647354111039314617e-01
5.128903687700410163e-01 4.629258517034067211e-01
5.130260521042083743e-01 4.627967313879327582e-01
5.149632999639672803e-01 4.609218436873747660e-01
5.150300601202404405e-01 4.608583318013311225e-01
5.170340681362725066e-01 4.589200900923164905e-01
5.170363575446214055e-01 4.589178356713426443e-01
5.190380761523045727e-01 4.569788506861609534e-01
5.191041780593512733e-01 4.569138276553105782e-01
5.210420841683366389e-01 4.550378578760921333e-01
5.211723792817881673e-01 4.549098196392785121e-01
5.230460921843687050e-01 4.530971123508402143e-01
5.232409558120130200e-01 4.529058116232464459e-01
5.250501002004007711e-01 4.511566146914533504e-01
5.253099025696770230e-01 4.509018036072143798e-01
5.270541082164328373e-01 4.492163653816405033e-01
5.273792147660335550e-01 4.488977955911823137e-01
5.290581162324649034e-01 4.472763648169748585e-01
5.294488878789161967e-01 4.468937875751502475e-01
5.310621242484969695e-01 4.453366133130967075e-01
5.315189176303002361e-01 4.448897795591181814e-01
5.330661322645290356e-01 4.433971111130449172e-01
5.335892999661477898e-01 4.428857715430861708e-01
5.350701402805611018e-01 4.414578583938192358e-01
5.356600310382637620e-01 4.408817635270540491e-01
5.370741482965931679e-01 4.395188552722665287e-01
5.377311071879359305e-01 4.388777555110220385e-01
5.390781563126252340e-01 4.375801018103723239e-01
5.398025249311549922e-01 4.368737474949898614e-01
5.410821643286573002e-01 4.356415980200228910e-01
5.418742809452394837e-01 4.348697394789579063e-01
5.430861723446893663e-01 4.337033438673023600e-01
5.439463720567135896e-01 4.328657314629258401e-01
5.450901803607214324e-01 4.317653392763731168e-01
5.460187952302977266e-01 4.308617234468937740e-01
5.470941883767534986e-01 4.298275841329883273e-01
5.480915475589006602e-01 4.288577154308617079e-01
5.490981963927854537e-01 4.278900782876749465e-01
5.501646262545021315e-01 4.268537074148296417e-01
5.511022044088176308e-01 4.259528215586227962e-01
5.522380286398380633e-01 4.248496993987975756e-01
5.531062124248496970e-01 4.240158137343109646e-01
5.543117521408048587e-01 4.228456913827654540e-01
5.551102204408817631e-01 4.220790545758992263e-01
5.563857942795126243e-01 4.208416833667334433e-01
5.571142284569138292e-01 4.201425438194069661e-01
5.584601526679208172e-01 4.188376753507013772e-01
5.591182364729458953e-01 4.182062811777028655e-01
5.605348250020014689e-01 4.168336673346693666e-01
5.611222444889780725e-01 4.162702663423229477e-01
5.626098090563790288e-01 4.148296593186372450e-01
5.631262525050100276e-01 4.143344989851345805e-01
5.646851026794015294e-01 4.128256513026051788e-01
5.651302605210419827e-01 4.123989787598610346e-01
5.667607037886011057e-01 4.108216432865731127e-01
5.671342685370740488e-01 4.104637053034786431e-01
5.688366103665123408e-01 4.088176352705410466e-01
5.691382765531061150e-01 4.085286782375026071e-01
5.709128204568105769e-01 4.068136272545089804e-01
5.711422845691380701e-01 4.065938971691663850e-01
5.729893321607451018e-01 4.048096192384769143e-01
5.731462925851702472e-01 4.046593616925078796e-01
5.750661436338393440e-01 4.028056112224448482e-01
5.751503006012023134e-01 4.027250713893710810e-01
5.771432530828354279e-01 4.008016032064127820e-01
5.771543086172343795e-01 4.007910258303279960e-01
5.791583166332664456e-01 3.988542993580028173e-01
5.792165027716844605e-01 3.987975951903807159e-01
5.811623246492985118e-01 3.969172804805450872e-01
5.812893212622662897e-01 3.967935871743486498e-01
5.831663326653305779e-01 3.949804875841799179e-01
5.833624457677873965e-01 3.947895791583165837e-01
5.851703406813626440e-01 3.930439206005991726e-01
5.854358740028511310e-01 3.927855711422845175e-01
5.871743486973947102e-01 3.911075794375816206e-01
5.875096037531190030e-01 3.907815631262524514e-01
5.891783567134267763e-01 3.891714639805263776e-01
5.895836328715311492e-01 3.887775551102203853e-01
5.911823647294588424e-01 3.872355740938774327e-01
5.916579592747812644e-01 3.867735470941883191e-01
5.931863727454909085e-01 3.852999096224472009e-01
5.937325809400246790e-01 3.847695390781562530e-01
5.951903807615229747e-01 3.833644703926475383e-01
5.958074959018017092e-01 3.827655310621242424e-01
5.971943887775550408e-01 3.814292562136366027e-01
5.978827022491608467e-01 3.807615230460921762e-01
5.991983967935871069e-01 3.794942668783866102e-01
5.999581981229651362e-01 3.787575150300601101e-01
6.012024048096191731e-01 3.775595021646801497e-01
6.020339817133690818e-01 3.767535070140280440e-01
6.032064128256512392e-01 3.756249618360397169e-01
6.041100512574539838e-01 3.747494989979959779e-01
6.052104208416833053e-01 3.736906456425957423e-01
6.061864050370073809e-01 3.727454909819639117e-01
6.072144288577153715e-01 3.717565533218977203e-01
6.082630413764402721e-01 3.707414829659318456e-01
6.092184368737474376e-01 3.698226845996731571e-01
6.103399586408269073e-01 3.687374749498998350e-01
6.112224448897795037e-01 3.678890391905374480e-01
6.124171552340653690e-01 3.667334669338677133e-01
6.132264529058115698e-01 3.659556167986587338e-01
6.144946295971425165e-01 3.647294589178356472e-01
6.152304609218435250e-01 3.640224171183812363e-01
6.165723802065032899e-01 3.627254509018035811e-01
6.172344689378757021e-01 3.620894398348095677e-01
6.186504055725114970e-01 3.607214428857715149e-01
6.192384769539078793e-01 3.601566846243571263e-01
6.207287042379997510e-01 3.587174348697394488e-01
6.212424849699398344e-01 3.582241511552601843e-01
6.228072747769004547e-01 3.567134268537073272e-01
6.232464929859719005e-01 3.562918390880624453e-01
6.248861157929536114e-01 3.547094188376752610e-01
6.252505010020039666e-01 3.543597480760690699e-01
6.269652259184844700e-01 3.527054108216433059e-01
6.272545090180360328e-01 3.524278777657744999e-01
6.290446038132494477e-01 3.507014028056112398e-01
6.292585170340680989e-01 3.504962277972646922e-01
6.311242481633423385e-01 3.486973947895791182e-01
6.312625250501001650e-01 3.485647978045959827e-01
6.332041576801608063e-01 3.466933867735470520e-01
6.332665330661322312e-01 3.466335874161524666e-01
6.352705410821642973e-01 3.447019862242215460e-01
6.352835368028457719e-01 3.446893787575149859e-01
6.372745490981963634e-01 3.427678324849779412e-01
6.373595821755908553e-01 3.426853707414829198e-01
6.392785571142284295e-01 3.408338849646665447e-01
6.394358931818344693e-01 3.406813627254508536e-01
6.412825651302604957e-01 3.389001434777563215e-01
6.415124683830758512e-01 3.386773547094187875e-01
6.432865731462925618e-01 3.369666078287497646e-01
6.435893063709585693e-01 3.366733466933867214e-01
6.452905811623246279e-01 3.350332778126858813e-01
6.456664057661255507e-01 3.346693386773546552e-01
6.472945891783566941e-01 3.331001532156143696e-01
6.477437652171278426e-01 3.326653306613226446e-01
6.492985971943887602e-01 3.311672338150450368e-01
6.498213833993891075e-01 3.306613226452905785e-01
6.513026052104208263e-01 3.292345193803726811e-01
6.518992590142191901e-01 3.286573146292585124e-01
6.533066132264528925e-01 3.273020096732807693e-01
6.539773907878757564e-01 3.266533066132264462e-01
6.553106212424849586e-01 3.253697044481224099e-01
6.560557774706702316e-01 3.246492985971943801e-01
6.573146292585170247e-01 3.234376034522831178e-01
6.581344178361171471e-01 3.226452905811623140e-01
6.593186372745490909e-01 3.215057064265241515e-01
6.602133106801211238e-01 3.206412825651302478e-01
6.613226452905811570e-01 3.195740131053076416e-01
6.622924548202029360e-01 3.186372745490981817e-01
6.633266533066132231e-01 3.176425232171072865e-01
6.643718490947614352e-01 3.166332665330661156e-01
6.653306613226452892e-01 3.157112364847013963e-01
6.664514923623674481e-01 3.146292585170340494e-01
6.673346693386772444e-01 3.137801526254526685e-01
6.685313835010908701e-01 3.126252505010019833e-01
6.693386773547093105e-01 3.118492713515730319e-01
6.706115214078560705e-01 3.106212424849699172e-01
6.713426853707413766e-01 3.099185923703769996e-01
6.726919049978280496e-01 3.086172344689378511e-01
6.733466933867734427e-01 3.079881153845213104e-01
6.747725332038226886e-01 3.066132264529057849e-01
6.753507014028055089e-01 3.060578400922333575e-01
6.768534049757445326e-01 3.046092184368737188e-01
6.773547094188375750e-01 3.041277661875293470e-01
6.789345192800479989e-01 3.026052104208416527e-01
6.793587174348696411e-01 3.021978933604214657e-01
6.810158750992210130e-01 3.006012024048095865e-01
6.813627254509017073e-01 3.002682212971153342e-01
6.830974714312905149e-01 2.985971943887775204e-01
6.833667334669337734e-01 2.983387496801978012e-01
6.851793072893489489e-01 2.965931863727454543e-01
6.853707414829657285e-01 2.964094781888172436e-01
6.872613817011005155e-01 2.945891783567133881e-01
6.873747494989979057e-01 2.944804064988546521e-01
6.893436937084246319e-01 2.925851703406813220e-01
6.893787575150298608e-01 2.925515342830865562e-01
6.913827655310620379e-01 2.906210519576098994e-01
6.914240129985883554e-01 2.905811623246492559e-01
6.933867735470941041e-01 2.886892998705807845e-01
6.935027678826455322e-01 2.885771543086171897e-01
6.953907815631261702e-01 2.867577370650161717e-01
6.955817581899257362e-01 2.865731462925851236e-01
6.973947895791582363e-01 2.848263633281556406e-01
6.976609829132153218e-01 2.845691382765530575e-01
6.993987975951903024e-01 2.828951784422238935e-01
6.997404410610393866e-01 2.825651302605209914e-01
7.014028056112223686e-01 2.809641821846404763e-01
7.018201316571994752e-01 2.805611222444889807e-01
7.034068136272544347e-01 2.790333743282228940e-01
7.039000537403308222e-01 2.785571142284569146e-01
7.054108216432866119e-01 2.771027546413803444e-01
7.059802063634750269e-01 2.765531062124248485e-01
7.074148296593185670e-01 2.751723228882989036e-01
7.080605885936712696e-01 2.745490981963927823e-01
7.094188376753506331e-01 2.732420788291198832e-01
7.101411995115600728e-01 2.725450901803607162e-01
7.114228456913826992e-01 2.713120222201088616e-01
7.122220382110047154e-01 2.705410821643286501e-01
7.134268537074147654e-01 2.693821528138198307e-01
7.143031037987253029e-01 2.685370741482965840e-01
7.154308617234468315e-01 2.674524703592505159e-01
7.163843953939451614e-01 2.665330661322645178e-01
7.174348697394788976e-01 2.655229746019924231e-01
7.184659121280526639e-01 2.645290581162324517e-01
7.194388777555109638e-01 2.635936652843747785e-01
7.205476531442733812e-01 2.625250501002003856e-01
7.214428857715430299e-01 2.616645421456025300e-01
7.226296175973556668e-01 2.605210420841683194e-01
7.234468937875750960e-01 2.597356049218875196e-01
7.247118046532634583e-01 2.585170340681362533e-01
7.254509018036072732e-01 2.578068533465763257e-01
7.267942134888871752e-01 2.565130260521041317e-01
7.274549098196392283e-01 2.558782871502722767e-01
7.288768432917565043e-01 2.545090180360721210e-01
7.294589178356712944e-01 2.539499060609517467e-01
7.309596932597699492e-01 2.525050100200400549e-01
7.314629258517033605e-01 2.520217098040775650e-01
7.330427626009281550e-01 2.505010020040079888e-01
7.334669338677354267e-01 2.500936981027054307e-01
7.351260505330815542e-01 2.484969939879759226e-01
7.354709418837673818e-01 2.481658706775897727e-01
7.372095562836820104e-01 2.464929859719438565e-01
7.374749498997995589e-01 2.462382272472816713e-01
7.392932790895471173e-01 2.444889779559117904e-01
7.394789579158316251e-01 2.443107675282270019e-01
7.413772181966266084e-01 2.424849699398797520e-01
7.414829659318636912e-01 2.423834912348557802e-01
7.434613728597841975e-01 2.404809619238476581e-01
7.434869739478957573e-01 2.404563980796742828e-01
7.454909819639278235e-01 2.385273412942278959e-01
7.455431935296831236e-01 2.384769539078156197e-01
7.474949899799598896e-01 2.365974560404184301e-01
7.476240343663369536e-01 2.364729458917835536e-01
7.494989979959919557e-01 2.346677457742323281e-01
7.497050876576322187e-01 2.344689378757515152e-01
7.515030060120240218e-01 2.327382102872485592e-01
7.517863526450677680e-01 2.324649298597194214e-01
7.535070140280560880e-01 2.308088493680850450e-01
7.538678285796500678e-01 2.304609218436873552e-01
7.555110220440881541e-01 2.288796628025102364e-01
7.559495147216661604e-01 2.284569138276552891e-01
7.575150300601202202e-01 2.269506503735471969e-01
7.580314103404599546e-01 2.264529058116232230e-01
7.595190380761522864e-01 2.250218118615751051e-01
7.601135147142160653e-01 2.244488977955911291e-01
7.615230460921843525e-01 2.230931470444278419e-01
7.621958271297534226e-01 2.224448897795590907e-01
7.635270541082164186e-01 2.211646556974880273e-01
7.642783468823207693e-01 2.204408817635270246e-01
7.655310621242484848e-01 2.192363375937783354e-01
7.663610732754027044e-01 2.184368737474949584e-01
7.675350701402805509e-01 2.173081925040494244e-01
7.684440056205290581e-01 2.164328657314629201e-01
7.695390781563125060e-01 2.153802201968652019e-01
7.705271432370912610e-01 2.144288577154308539e-01
7.715430861723445721e-01 2.134524204386840374e-01
7.726104854521629317e-01 2.124248496993987878e-01
7.735470941883766383e-01 2.115247929939386429e-01
7.746940316003285698e-01 2.104208416833667217e-01
7.755511022044087044e-01 2.095973376251122344e-01
7.767777810235129143e-01 2.084168336673346555e-01
7.775551102204407705e-01 2.076700540928125560e-01
7.788617330708217379e-01 2.064128256513025894e-01
7.795591182364727256e-01 2.057429421558429339e-01
7.809458870983797540e-01 2.044088176352705233e-01
7.815631262525049028e-01 2.038160015712712769e-01
7.830302424691799601e-01 2.024048096192384572e-01
7.835671342685369689e-01 2.018892320944971064e-01
7.851147985529329798e-01 2.004008016032063910e-01
7.855711422845690350e-01 1.999626334793152826e-01
7.871995547259236226e-01 1.983967935871743249e-01
7.875751503006011012e-01 1.980362054779790382e-01
7.892845103708685528e-01 1.963927855711422588e-01
7.895791583166330563e-01 1.961099478412598185e-01
7.913696648767811759e-01 1.943887775551101926e-01
7.915831663326653445e-01 1.941838603185055689e-01
7.934550176388387444e-01 1.923847695390780987e-01
7.935871743486972996e-01 1.922579426576971895e-01
7.955405680582526839e-01 1.903807615230460881e-01
7.955911823647293657e-01 1.903321946055032132e-01
7.975951903807614318e-01 1.884054638657270686e-01
7.976249833494137853e-01 1.883767535070140220e-01
7.995991983967934980e-01 1.864770224152234590e-01
7.997074250494140557e-01 1.863727454909819559e-01
8.016032064128255641e-01 1.845487438355719323e-01
8.017900610199554245e-01 1.843687374749498897e-01
8.036072144288576302e-01 1.826206279320528869e-01
8.038728906633199056e-01 1.823647294589178236e-01
8.056112224448896963e-01 1.806926745079983632e-01
8.059559133880682680e-01 1.803607214428857575e-01
8.076152304609216515e-01 1.787648833648573521e-01
8.080391286089092517e-01 1.783567134268536913e-01
8.096192384769538286e-01 1.768372543022583010e-01
8.101225357465724475e-01 1.763527054108216252e-01
8.116232464929858947e-01 1.749097871180710917e-01
8.122061342276842844e-01 1.743486973947895591e-01
8.136272545090179609e-01 1.729824816084647998e-01
8.142899234846465717e-01 1.723446893787574929e-01
8.156312625250501380e-01 1.710553375679656762e-01
8.163739029555203697e-01 1.703406813627254268e-01
8.176352705410820931e-01 1.691283547895119643e-01
8.184580720839100820e-01 1.683366733466933607e-01
8.196392785571141593e-01 1.672015330645086895e-01
8.205424303188534330e-01 1.663326653306613223e-01
8.216432865731462254e-01 1.652748721828789513e-01
8.226269771147121102e-01 1.643286573146292562e-01
8.236472945891782915e-01 1.633483719331147999e-01
8.247117119310668487e-01 1.623246492985971901e-01
8.256513026052103577e-01 1.614220321023266402e-01
8.267966342326147355e-01 1.603206412825651239e-01
8.276553106212425348e-01 1.594958524762907781e-01
8.288817434890689562e-01 1.583166332665330578e-01
8.296593186372746009e-01 1.575698328394958825e-01
8.309670391750597629e-01 1.563126252505009917e-01
8.316633266533065560e-01 1.556439729751870615e-01
8.330525207700428814e-01 1.543086172344689255e-01
8.336673346693385112e-01 1.537182726654106324e-01
8.351381877582031432e-01 1.523046092184368594e-01
8.356713426853706883e-01 1.517927316910559488e-01
8.372240396283662234e-01 1.503006012024047933e-01
8.376753507014027544e-01 1.498673498318961184e-01
8.393100758739101552e-01 1.482965931863727271e-01
8.396793587174347095e-01 1.479421268666286093e-01
8.413962959926802876e-01 1.462925851703406610e-01
8.416833667334668867e-01 1.460170625729139970e-01
8.434826994869039085e-01 1.442885771543085671e-01
8.436873747494989528e-01 1.440921567274132398e-01
8.455692858631107534e-01 1.422845691382765287e-01
8.456913827655310190e-01 1.421674091058246492e-01
8.476560546320515144e-01 1.402805611222444904e-01
8.476953907815630851e-01 1.402428194829193620e-01
8.496993987975951512e-01 1.383168596749757007e-01
8.497412741738915587e-01 1.382765531062124242e-01
8.517034068136272174e-01 1.363896737440346563e-01
8.518251103366789589e-01 1.362725450901803581e-01
8.537074148296592835e-01 1.344626401471899491e-01
8.539091254893909078e-01 1.342685370741482920e-01
8.557114228456913496e-01 1.325357587042905461e-01
8.559933191501694072e-01 1.322645290581162258e-01
8.577154308617234157e-01 1.306090292338401848e-01
8.580776908414735615e-01 1.302605210420841597e-01
8.597194388777554819e-01 1.286824515530365642e-01
8.601622400899977539e-01 1.282565130260520936e-01
8.617234468937875480e-01 1.267560254778140882e-01
8.622469664265964839e-01 1.262525050100200275e-01
8.637274549098196141e-01 1.248297508228813357e-01
8.643318693862060975e-01 1.242484969939879613e-01
8.657314629258516803e-01 1.229036274017590025e-01
8.664169485077706234e-01 1.222444889779558952e-01
8.677354709418837464e-01 1.209776550268175516e-01
8.685022033341693870e-01 1.202404809619238429e-01
8.697394789579158125e-01 1.190518335093130736e-01
8.705876334121459559e-01 1.182364729458917907e-01
8.717434869739478787e-01 1.171261626594220506e-01
8.726732382922391951e-01 1.162324649298597107e-01
8.737474949899798338e-01 1.152006422862762863e-01
8.747590175287160985e-01 1.142284569138276445e-01
8.757515030060118999e-01 1.132752721979954358e-01
8.768449706795041765e-01 1.122244488977955784e-01
8.777555110220440771e-01 1.113500522017192018e-01
8.789310973061277288e-01 1.102204408817635123e-01
8.797595190380760322e-01 1.094249821036399617e-01
8.810173969736458943e-01 1.082164328657314600e-01
8.817635270541080983e-01 1.075000617090322852e-01
8.831038692505891463e-01 1.062124248496993939e-01
8.837675350701401644e-01 1.055752908222835768e-01
8.851905137089004505e-01 1.042084168336673416e-01
8.857715430861723416e-01 1.036506692469230800e-01
8.872773299238760902e-01 1.022044088176352755e-01
8.877755511022042967e-01 1.017261967856501192e-01
8.893643174741084900e-01 1.002004008016031955e-01
8.897795591182363628e-01 9.980187324036243757e-02
8.914514759414289280e-01 9.819639278557112938e-02
8.917835671342684289e-01 9.787769841218219025e-02
8.935388049108545783e-01 9.619238476953906325e-02
8.937875751503006061e-01 9.595367210148293691e-02
8.956263039705329998e-01 9.418837675350701100e-02
8.957915831663325612e-01 9.402979410791517667e-02
8.977139727116904000e-01 9.218436873747494487e-02
8.977955911823646273e-01 9.210606423043095348e-02
8.997995991983966935e-01 9.018240870687239952e-02
8.998017286864742337e-01 9.018036072144287874e-02
9.018036072144287596e-01 8.825618114747434129e-02
9.018866215737864067e-01 8.817635270541081260e-02
9.038076152304608257e-01 8.633009683953926650e-02
9.039716808440927398e-01 8.617234468937874647e-02
9.058116232464928919e-01 8.440415561797100230e-02
9.060569060985421697e-01 8.416833667334668034e-02
9.078156312625249580e-01 8.247835731668019810e-02
9.081422969413905921e-01 8.216432865731462809e-02
9.098196392785571351e-01 8.055270176861244191e-02
9.102278529799479045e-01 8.016032064128256196e-02
9.118236472945890903e-01 7.862718880577672376e-02
9.123135738245278237e-01 7.815631262525049583e-02
9.138276553106212674e-01 7.670181825927134545e-02
9.143994590883961493e-01 7.615230460921842970e-02
9.158316633266532225e-01 7.477658995931073249e-02
9.164855083877230246e-01 7.414829659318636357e-02
9.178356713426852886e-01 7.285150373525245415e-02
9.185717213415349747e-01 7.214428857715429744e-02
9.198396793587173548e-01 7.092655941562084343e-02
9.206580975716671666e-01 7.014028056112224518e-02
9.218436873747494209e-01 6.900175682813224076e-02
9.227446367027181129e-01 6.813627254509017905e-02
9.238476953907814870e-01 6.707709579971896097e-02
9.248313383620048178e-01 6.613226452905811292e-02
9.258517034068135532e-01 6.515257615655342671e-02
9.269182021795182580e-01 6.412825651302603291e-02
9.278557114228456193e-01 6.322819772406935990e-02
9.290052277878810827e-01 6.212424849699398066e-02
9.298597194388777964e-01 6.130396032698637310e-02
9.310924148223045371e-01 6.012024048096191453e-02
9.318637274549097516e-01 5.937986378932970377e-02
9.331797629205484945e-01 5.811623246492985534e-02
9.338677354709418177e-01 5.745590793445337630e-02
9.352672717228798227e-01 5.611222444889778921e-02
9.358717434869738838e-01 5.553209258505942270e-02
9.373549408720337484e-01 5.410821643286573002e-02
9.378757515030058389e-01 5.360841756321998997e-02
9.394427700131745551e-01 5.210420841683365695e-02
9.398797595190380161e-01 5.168488269039541588e-02
9.415307587938581690e-01 5.010020040080159776e-02
9.418837675350700822e-01 4.976148778745519141e-02
9.436189068639946331e-01 4.809619238476952469e-02
9.438877755511021483e-01 4.783823267469573121e-02
9.457072138758124691e-01 4.609218436873747243e-02
9.458917835671342145e-01 4.591511717186044783e-02
9.477956794838215959e-01 4.408817635270540630e-02
9.478957915831662806e-01 4.399214109815598878e-02
9.498843033447811335e-01 4.208416833667334017e-02
9.498997995991983467e-01 4.206930427227217884e-02
9.519038076152304129e-01 4.014441439387057831e-02
9.519706720768709163e-01 4.008016032064128098e-02
9.539078156312624790e-01 3.821916926295985950e-02
9.540566561983834237e-01 3.807615230460921485e-02
9.559118236472945451e-01 3.629405918802268427e-02
9.561427954416805708e-01 3.607214428857714872e-02
9.579158316633266113e-01 3.436908401674816649e-02
9.582290894743186183e-01 3.406813627254508953e-02
9.599198396793586774e-01 3.244424359609248548e-02
9.603155379660961444e-01 3.206412825651302340e-02
9.619238476953907435e-01 3.051953777230143050e-02
9.624021405890212932e-01 3.006012024048096073e-02
9.639278557114228096e-01 2.859496639092791101e-02
9.644888970172762477e-01 2.805611222444889460e-02
9.659318637274548758e-01 2.667052929685256521e-02
9.665758069271850328e-01 2.605210420841683194e-02
9.679358717434869419e-01 2.474622633430167973e-02
9.686628699971818746e-01 2.404809619238476581e-02
9.699398797595191191e-01 2.282205734686547360e-02
9.707500859077765609e-01 2.204408817635270315e-02
9.719438877755510742e-01 2.089802217751567798e-02
9.728374543415259090e-01 2.004008016032064049e-02
9.739478957915831403e-01 1.897412066862433355e-02
9.749249749830017908e-01 1.803607214428857436e-02
9.759519038076152064e-01 1.705035266197867799e-02
9.770126475187603798e-01 1.603206412825651170e-02
9.779559118236471615e-01 1.512671799879968665e-02
9.791004716373159500e-01 1.402805611222444904e-02
9.799599198396792277e-01 1.320321651975838589e-02
9.811884470291065696e-01 1.202404809619238291e-02
9.819639278557112938e-01 1.127984806499026521e-02
9.832765733864718971e-01 1.002004008016032024e-02
9.839679358717433599e-01 9.356612474113606276e-03
9.853648504036206512e-01 8.016032064128255849e-03
9.859719438877754261e-01 7.433509586241698018e-03
9.874532777766065195e-01 6.012024048096191453e-03
9.879759519038073812e-01 5.510539240001325299e-03
9.895418552032988480e-01 4.008016032064127925e-03
9.899799599198395583e-01 3.587701273543910177e-03
9.916305823833588828e-01 2.004008016032063962e-03
9.919839679358715134e-01 1.664995524562948043e-03
9.937194590182126808e-01 0.000000000000000000e+00
4.272999506038339113e-01 5.727000493961660332e-01
4.268537074148296417e-01 5.721043848993827563e-01
4.259978804209661463e-01 5.711422845691381811e-01
4.248496993987975756e-01 5.695142501572103555e-01
4.245208363275491670e-01 5.691382765531061150e-01
4.231617188756516268e-01 5.671342685370740488e-01
4.228456913827655095e-01 5.665081794633848311e-01
4.219055402430384460e-01 5.651302605210419827e-01
4.208977305273635117e-01 5.631262525050100276e-01
4.208416833667334433e-01 5.629553649935427062e-01
4.198486396841107915e-01 5.611222444889779615e-01
4.190992146827108300e-01 5.591182364729458953e-01
4.188376753507013772e-01 5.577954172189450999e-01
4.181414227483944979e-01 5.571142284569138292e-01
4.168336673346693111e-01 5.559628351276997282e-01
4.161933103345650253e-01 5.571142284569138292e-01
4.148296593186372450e-01 5.580101032036892672e-01
4.139497714803457296e-01 5.591182364729458953e-01
4.128256513026051788e-01 5.599822597090508003e-01
4.118245049528592716e-01 5.611222444889779615e-01
4.108216432865731127e-01 5.619425685950368843e-01
4.097312186141757739e-01 5.631262525050100276e-01
4.088176352705410466e-01 5.638990252327278352e-01
4.076513277978851546e-01 5.651302605210419827e-01
4.068136272545089804e-01 5.658538929992051880e-01
4.055784394946175819e-01 5.671342685370739378e-01
4.048096192384769143e-01 5.678080598540173884e-01
4.035097643041892779e-01 5.691382765531061150e-01
4.028056112224448482e-01 5.697619457841811563e-01
4.014438914489500965e-01 5.711422845691381811e-01
4.008016032064127820e-01 5.717157755659848517e-01
3.993800311282141857e-01 5.731462925851702472e-01
3.987975951903807159e-01 5.736696806691796713e-01
3.973177070467165395e-01 5.751503006012024244e-01
3.967935871743486498e-01 5.756237433627132694e-01
3.952566151732693767e-01 5.771543086172343795e-01
3.947895791583165837e-01 5.775780179649593338e-01
3.931965525477633117e-01 5.791583166332664456e-01
3.927855711422845175e-01 5.795325419575870773e-01
3.911373787004756575e-01 5.811623246492985118e-01
3.907815631262524514e-01 5.814873421885520255e-01
3.890789934909214542e-01 5.831663326653305779e-01
3.887775551102203853e-01 5.834424385222009013e-01
3.870213237535460316e-01 5.851703406813626440e-01
3.867735470941883191e-01 5.853978460835930209e-01
3.849643149207265802e-01 5.871743486973947102e-01
3.847695390781562530e-01 5.873535766906046174e-01
3.829079255853550245e-01 5.891783567134267763e-01
3.827655310621242979e-01 5.893096397972529266e-01
3.808521238660196873e-01 5.911823647294588424e-01
3.807615230460921762e-01 5.912660431323981669e-01
3.787968849140815331e-01 5.931863727454909085e-01
3.787575150300601656e-01 5.932227931427404011e-01
3.767535070140280440e-01 5.951788858356963363e-01
3.767422910704278927e-01 5.951903807615229747e-01
3.747494989979959779e-01 5.971319015397418273e-01
3.746883308981426852e-01 5.971943887775550408e-01
3.727454909819639117e-01 5.990853677071293903e-01
3.726345232556931286e-01 5.991983967935871069e-01
3.707414829659318456e-01 6.010392796235075608e-01
3.705809052410549698e-01 6.012024048096191731e-01
3.687374749498997795e-01 6.029936336324502877e-01
3.685275085160789610e-01 6.032064128256512392e-01
3.667334669338677133e-01 6.049484269284366444e-01
3.664743603186818577e-01 6.052104208416833053e-01
3.647294589178355917e-01 6.069036573971239301e-01
3.644214842571648627e-01 6.072144288577152604e-01
3.627254509018036366e-01 6.088593234907826446e-01
3.623689009394751026e-01 6.092184368737474376e-01
3.607214428857715149e-01 6.108154241301820830e-01
3.603166284760710991e-01 6.112224448897795037e-01
3.587174348697394488e-01 6.127719586266084928e-01
3.582646828850517551e-01 6.132264529058115698e-01
3.567134268537073827e-01 6.147289266193566304e-01
3.562130784210034706e-01 6.152304609218436360e-01
3.547094188376753165e-01 6.166863280252343760e-01
3.541618278438092293e-01 6.172344689378757021e-01
3.527054108216432504e-01 6.186441629974721579e-01
3.521109426398217890e-01 6.192384769539077682e-01
3.507014028056111843e-01 6.206024318920632110e-01
3.500604332049626066e-01 6.212424849699398344e-01
3.486973947895791182e-01 6.225611352400109988e-01
3.480103089971727792e-01 6.232464929859719005e-01
3.466933867735470520e-01 6.245202737243181756e-01
3.459605786640362890e-01 6.252505010020039666e-01
3.446893787575149859e-01 6.264798481607960490e-01
3.439112501501578878e-01 6.272545090180360328e-01
